2	Esto se llama “ fast fashion ” o moda rápida . 
1	La moda es la segunda industria que más contamina del mundo . 
1	Yo respondo que no lo sé . 
2	Tener derechos no significa nada si esos derechos no se convierten en posibilidades .
1	La prima de Binta denunció a su marido por violación , pero en la policía se rieron y la obligaron a volver con él . 
2	Rewind : ‘ Más personajes femeninos protagonistas ’ .
2	He visto a mucha gente morir en el camino y perder todo lo que tenían ; por supuesto , lo más importante , la vida .
2	Desaparecer para ser madre , porque seguimos concibiendo la maternidad como una categoría antropófaga , que lo devora todo . 
2	“ Lo único que se me pasaba por la cabeza era que si moría nadie se iba a enterar y que me habría ahogado con mis retos y con mis sueños ; pero a nadie le importaría porque los policías dirían que no pudieron hacer nada y no se sabría la verdad ” , recuerda .
2	Se actualizan viejos mitos y tabúes rancios ” . 
2	Y nada menos . 
2	“ Cuando le digo a la gente que canto en un grupo punk ” – explica Yoli Rozas , vocalista de Las niñas de Rajoy – “ enseguida se sorprenden y me preguntan ¿ pero tú no eres madre ?
2	Era mi culpa haber desarrollado una enfermedad genética y era culpa mía el no poder tener una relación estable , como si eso dependiera únicamente de tener esclerosis múltiple .
1	¿ Qué significa “ ser madre ” ? 
2	No somos responsables de nuestra genética , tan sólo de nuestros deseos . 
2	La actual Ley de Asilo española , aprobada en el año 2009 , recoge la persecución por motivos de género u orientación sexual como causa de asilo , pero interpreta que “ no puede dar origen a una persecución por sí solos ” , sino que depende de las circunstancias del país , por lo que para estas sobrevivientes es muy difícil a veces demostrar y tener las pruebas “ contundentes ” que se les requiere . 
1	Estos campamentos son habituales y están llenos de personas que han tenido que irse de sus países del sur del Sahára . 
2	Lo hizo de forma muy seca ” .
2	« Fue entonces cuando mi familia y yo , totalmente perdidos , por algo que jamás habíamos oído , nos encontramos sin más información que la que nos dieron los médicos , y seguimos sus pasos porque la palabra tumor nos asustaba y no teníamos otros puntos de vista diferentes ni conocíamos a otras familias .
2	Caso 1 : me aplico en desempeñar esta técnica , pero veo que en este momento no causa la sensación que me esperaba .
2	¡ Madre mía ! , ¿ cómo hago para que disfrute si no se relaja ? 
2	Ane está segura de que cómo fue tratada determinó su relación con esta infección : “ El diagnostico no era tan grave y sin embargo mi lectura fue “ tengo algo super malo y encima me lo merezco ” » .
2	Ya bastante malestar y miedo te produce saber que tienes este virus y en un estado avanzado y que puede provocarte cáncer de útero , como para tener que aguantar comentarios insinuantes sobre que el VPH se está extendiendo por culpa de la promiscuidad de las mujeres ” , denuncia María . 
2	Por eso creo que es complicado conseguir la protección internacional porque mi motivo es por género y en un sistema de clases no se valora ni se reconoce la situación de las mujeres .
1	La maternidad feminista 
2	El feminismo trata de visibilizar desigualdades y discriminaciones y luchar contra ellas .
1	En la península española las personas migrantes van a los CIE , donde están un máximo de 2 meses . 
1	Subir en la patera tiene un precio . 
2	Todas mirábamos a una tímida Lola sin pestañear , sin entender , pero con muchas ganas de seguir escuchando su historia .
2	Después , nos tenemos que abstener de ellas .
2	Con este enfoque también nos ahorraríamos las expectativas que nos hemos autoimpuesto y que se convierten en la medida para decidir si lo he disfrutado o no , convirtiéndose así las relaciones sexuales en exámenes que no dependen tanto de ti como de lo que creas que piensa la otra persona .
2	Las que tienen pareja aseguran que la soledad que sienten en compañía es mucho peor .
2	El sábado es el día .
2	Somos seres que podemos tomar nuestras propias decisiones sin que nadie nos juzgue ” . 
1	Las grandes marcas de ropa son empresas que cambian de lugar cuando lo desean , dejando sin trabajo a centenares de personas . 
2	Fueron meses convulsos de no aceptación , de no aceptar mi cuerpo enfermo , pero sano a la vista de los demás .
2	Por ello , la psicóloga defiende la importancia de denunciar para romper con la impunidad , pero entiende que “ el desgaste y la exposición que supone el proceso ” las frene , y por ello reclama centrar las respuestas institucionales y sociales en brindar acompañamiento a las víctimas . 
2	Sin embargo las posibilidades distan un abismo .
2	No intentéis dar más poder a las mujeres ( ¡ es precisamente eso lo que están haciendo ellas ! ) .
2	Pero eso sí , por si acaso mejor mantenerlo en secreto , no vaya a ser que la gente de mi entorno empezara a pensar que ya no era una chica normal .
2	Porque , por más que nos empeñemos en que los seres humanos no somos egoístas , lo somos .
2	No tiene nada que ver con falta de higiene ni de responsabilidad .
2	No veo otra manera . 
2	No es que fuera precisamente la alegría de la huerta y me volví muy dependiente , egoísta y deprimida .
2	Lo primero que hay que explicar es que la mayoría de las infecciones por este virus se curan solas ” .
1	que escoger entre cuidar o cuidarnos .
2	La denominación entre refugiadas y migrantes ha creado una diferencia de clases no sólo política , sino también antropológica en la forma en la que la sociedad las acoge y las integra .
2	La soberanía alimentaria , el derecho de los pueblos a decidir el propio sistema de alimentación y producción , emerge desde el cuidado ancestral de las mujeres por las semillas .
1	La Guardia Civil la trasladó a un calabozo de Ceuta y luego al CETI . 
2	Desgraciadamente lo somos y cuando pasa el tiempo , envejecemos y , tal y como construimos socialmente nuestras relaciones , el objetivo final parece ser el de tener una pareja o familia .
1	Pero todo cambió cuando dejé de buscar a ese hombre y empecé a buscarme a mi misma . 
2	No creo que haya una mujer normal que no haya tenido relaciones sexuales alguna vez .
2	En el informe se alerta de que la actitud masculina tan extendida y normalizada de insistir y presionar para tener sexo , hace que las mujeres acepten esa conducta “ como algo consustancial a salir de fiesta ” . 
2	Pensaba en Frida Kahlo y en otras mujeres que habían sufrido con la enfermedad , pero también de amor romántico .
2	Pero para ello hay que cumplir ciertos requisitos : que no exista interés espurio para denunciar o una enemistad previa , que el testimonio de la víctima sea verosímil y coherente . 
1	En muchos campos de cultivo se usan semillas transgénicas . 
1	Centrar la atención en tu disfrute supone : poner la atención en sentir placer y pasarlo bien jugar desde la curiosidad dar sabiendo que también recibes . 
2	En estas situaciones debemos entregar la precendencia de interpretación ( la interpretación / opinión más valorada ) a otras personas .
2	Pero solo para mí y para ti , los demás que se busquen la vida . 
1	Muchas personas sufren porque la realidad que encuentran no es como su sueño : vivir en pareja no es perfecto , no la solución a todos los problemas . 
1	Se sienten juzgadas por la sociedad y también por el fiscal , la juez , la médico a la hora de contar y argumentar la agresión . 
1	Mientras poso frente a las cámaras en la alfombra roja pienso en la atención de los periodistas en la apariencia , en la lista que publicarán con las mujeres mejor vestidas … No me gusta .
1	Binta sabe que puede conseguir lo que se proponga . 
1	” A mi me gusta ser activista . 
2	Pero en un momento dado su actitud le desagradó , y le pidió que parara .
1	Hablar con otros hombres 
2	Es necesario proponer otros “ finales felices ” y expandir el concepto de “ amor ” , hoy restringido para los que se organizan de dos en dos . 
2	Sabiendo esto , puedes disponer todos los elementos para que el encuentro sea satisfactorio según tu opinión … , pero no olvidemos que es TU opinión .
2	Coral Herrera Gómez 17/02/2014 Para transformar o mejorar el mundo que habitamos hay que tratar políticamente el tema del amor , reflexionar sobre su dimensión subversiva cuando es colectivo , y su función como mecanismo de control de masas cuando se limita al mundo del romanticismo idealizado , heterocentrado y heterosexista . 
2	Las mismas que tuve yo al escuchar aquellas últimas palabras .
1	Amamos de forma patriarcal . 
2	Sentía que yo me lo había buscado y que no tenía derecho a echarme atrás en el último momento .
1	Esta ropa muchas veces está confeccionada por trabajadoras de países asiáticos o africanos . 
2	Así , tal cual . 
2	Están violentando el derecho de las mujeres a tener una vida digna , a seguir aportando al desarrollo y a garantizar la alimentación del pueblo ” , subraya Wendy Cruz .
1	Ane tuvo que escuchar en esa consulta frases como éstas : “ Seguro que son más personas de las que dices ” . 
2	El proceso duró dos años .
2	El compromiso de los hombres en los movimientos feministas es una cuestión cada vez más debatida ya que cada vez más hombres se reivindican como feministas ( aunque algunos lo hacen con menos seriedad que otros ) .
2	No a través de las gafas de una persona trans o un inmigrante árabe .
2	Si los hombres hacemos todo lo dicho arriba , encontramos una vía tremendamente importante y poderosa de participar en la lucha feminista : el hablar con otros hombres .
2	Doctora Barranco : “ Esta enfermedad ahora se ha planteado como piedra acusatoria .
2	Norma Vázquez responde que el límite es “ la coacción : si hay presiones , si el hombre no ha respetado el ' no ' de la mujer ” .
2	Pensé en renunciar al amor de pareja .
2	El discurso pasa por la realidad .
2	Mi amiga , que era de esas personas que no había parado de asentir con la cabeza desde que Lola empezó a contar su historia , también había leído ‘ Cuerpos Sexuados ’ , de la bióloga feminista Anne Fausto - Sterling y había conocido hace años en una charla en Barcelona al activista intersex argentino , Mauro Cabral . 
2	Desde una vivencia feminista , desocupada la categoría “ madre ” , tener hijxs incluye un compromiso de crianza , de cuidados de unos seres para la comunidad .
1	Tienes que buscarte la vida o hacer que no se note que eres madre . 
1	Esa y otras guerras no se tienen en cuenta . 
2	Una persona que no me caía demasiado bien , que se pasaba los días en el hospital y rompía cosas cuando la situación le superaba .
1	Ser una mujer feminista y vivir en una sociedad hetero - patriarcal significa tener muchas contradicciones . 
2	En 2016 publicó el trabajo final de máster ‘ Intersexualidades . Entender los cuerpos más allá de las categorías binarias ’ .
2	¿ Qué te vas a poner ?
2	El feminismo es un movimiento revolucionario : pretende cambiar la sociedad desde sus fundamentos .
2	Una vez demostrada por la tesonería de las prácticas cotidianas que ser superwoman es inaguantable , descubrimos otra forma de ser madre : la criadora natural extrema , dadora de pecho a demanda durante toda la eternidad , reivindicadora de un parto , no ya desmedicalizado , sino todo lo doloroso que sea posible ( porque las madres no sentimos dolor al parir , sino placer ) , totalmente feliz en su rol de lavadora de pañales ecológicos y compartidora de lecho , todas ellas cuestiones maravillosas pero que a la práctica solucionan el futuro del planeta y de la humanidad , pero nos complican bastante la vida a las que estamos en el proceso de criar . 
2	Cuando se traslada una patera a algún puerto español , las personas en tránsito son detenidas sin haber cometido ningún delito , solo una falta por entrar al país en situación administrativa irregular , en lugar de recibir unos protocolos humanitarios que tengan en cuenta el factor psicológico del trauma y el choque que acaban de vivir esas personas .
2	Escoger constantemente entre cuidar y cuidarnos . 
2	Caso 3 : me encanta la textura de las orejas y cómo el olor de la otra persona se mantiene detrás de la misma .
2	No solo la manera en que se nos define y cataloga , sino las prácticas cotidianas parecen obligarnos a escoger entre ser mujeres o ser madres .
2	No cobrar más para el mismo trabajo .
2	Nuestra tarea más importante no es dar poder a las mujeres , es reducir el nuestro .
2	Espera Leti , te falta el mensaje ; rebobino en la fantasía , vuelvo a entrar en la alfombra , el mensaje que llevo escrito con rotulador sobre la piel es : ‘ Dónde están las directoras ’ .
2	Así que listo , en una tarde lo tenemos . 
2	Cecilia se ha enfrentado al VPH de forma bien distinta a cómo lo han hecho Ane y María .
2	Ella dijo que seguro que eran más , y apuntó 20 ” . 
1	Binta no tiene dinero y tiene que prostituirse para conseguir plaza en la balsa . 
2	Muda televisivamente .
2	Después de horas navegando , el agua empezó a entrar en la patera .
2	Pongamos el caso de que voy a mantener relaciones sexuales genitales con una mujer .
1	El caso de Lola era raro , un síndrome que tienen pocas personas . 
2	Da igual cuántas , es algo que no importa porque no cambia tu situación ni te define ni supone que hayas hecho mejor o peor .
1	Se trata de dar más espacio al amor en nuestras vidas ya que nos hace falta querernos todos mucho y mejor .
1	Algunas trabajadoras aseguran que las condiciones laborales de Inditex fuera y dentro de España tampoco son buenas . 
2	Y propone dos tareas fundamentales en nuestra lucha feminista : uno , retroceder y callarnos y , dos , hablar con otros hombres . 
2	Me sentía leprosa , indigna de recibir amor por parte de un hombre .
2	Ella ya pidió asilo , pero la resolución de la protección internacional se está haciendo esperar y , mientas tanto , esta sobreviviente de la Frontera Sur anda aferrada a una tarjeta roja que limita sus derechos como ciudadana en España .
1	Comprando ropa sostenible , que es la que fabrican empresas que no explotan a trabajadoras y que respetan el medio ambiente . 
2	“ La tierra y el territorio son un derecho humano del que pueden nacer las fuentes de desarrollo del pueblo .
2	« ES COMPLICADO CONSEGUIR LA PROTECCIÓN INTERNACIONAL PORQUE MI MOTIVO ES POR GÉNERO ( … ) NO ES UN MOTIVO DE GUERRA QUE ACABE CON TU VIDA
2	Sirve , también , para ayudarnos a aliviar un día horrible , para llevarnos a otros mundos más bonitos , para sufrir y ser felices con las historias idealizadas de otros , para olvidarnos de la realidad dura y gris de la cotidianidad .
1	El único objetivo parece ser el de que alguien tendrá que cuidarte , pareja o familia , el de ser dependiente . 
2	Y si damos , estamos recibiendo también .
2	Fue entonces cuando mamá me llevó al endocrino y empezaron las pruebas .
2	La primera es el petróleo . 
2	Reíamos y estábamos en común .
1	– pregunto . 
2	Al rato me toca .
2	Sí tenía vagina pero era más corta de lo habitual y también tenía unas gónadas que no se habían llegado a desarrollar ni como ovarios ni como testículos .
2	Binta no entiende de fronteras , al igual que la Binta de carne y hueso , natural de Costa de Marfil . 
1	Eso es injusto y hay que cambiarlo para que todas las personas puedan disfrutar de sus vidas .
1	Mis amigos y amigas me dicen que no lo haga . 
2	En algunos países los hombres y las mujeres tienen los mismos derechos .
2	A partir de ahí comenzó todo ese proceso de socialización en la feminidad : asignarme un nombre de niña , educarme como a una niña , ponerme ropa y vestidos de niña , comprarme juguetes de niña , etc .
1	Hay personas que aseguran sentir más soledad en pareja . 
2	Probablemente la maternidad como concepto no tenga solución posible , unido como está necesariamente a las mujeres y , a su vez , a una concepción de mujer totalmente biologizada .
1	El desgaste y la exposición de un proceso largo . 
2	Pero el tema es que todos los demás también conocen la realidad del hombre blanco , ya que esa realidad se está introduciendo por la fuerza en cada ciudadano / a de cada sociedad patriarcal .
2	Somos lo que comemos .
2	Soy madre únicamente de mi hijo y mi maternidad está definida en la relación que él y yo tenemos , únicamente .
2	No sabía qué iba a ocurrir el día siguiente .
2	Cada vez que me hacen la pregunta ‘ ¿ cómo se folla bien ?
1	Por eso , Blanca no denunció aquella agresión y hasta 9 años después no pudo reconocer que había sido una mujer violada . 
2	“ Cuando salí del CETI me trasladaron a la península , donde vivo ahora , y aquí conocí a muchas mujeres que me contaron cosas horrendas de los CIE .
1	Una manera de comprar alimentos de forma responsable es estar en un grupo de consumo como Nekasare . 
1	En gran parte de los casos víctima y agresión se conocían de antes . 
2	Cuando se nos enuncia como madres , se antepone la relación con nuestrxs hijxs a cualquier otra de las dimensiones de nuestra identidad , porque ser madre , en el fondo , es desaparecer .
2	Aquí , la única asistencia humanitaria es la de Cruz Roja en el momento de la llegada , en el mismo puerto .
2	En el caso 1 se produce el efecto ‘ sota , caballo y rey … , y si no le gusta , es culpa suya ’ .
2	Tenemos que aprender que una mujer que vive sola no es una puta o lleva mala vida .
2	Porque a ver , ¿ nos maquillamos y arreglamos porque queremos o porque hemos crecido con ese imaginario femenino que ha dibujado el hetero - patriarcado para nosotras ?
2	Señalar el país de origen es importante para entender la situación que viven estas personas .
1	– Conseguir asilo es complicado porque dicen que mi vida , no está en peligro – cuenta Binta – . 
1	Si hablamos de vida , hablamos de la mujeres . 
2	También la gente de izquierdas y los feminismos seguimos anclados en viejos patrones de los que nos es muy difícil desprendernos .
2	Se han invertido más de 300.000 euros en mejorar esas instalaciones y 12 millones de los vuelos de deportaciones , políticas de fronteras , en lugar de invertir en una acogida e integración decente .
2	Si me pongo romántica queer , me da por pensar que el amor de verdad podría destruir patriarcado y capitalismo juntos .
1	Eso también es violencia . 
2	Como afirma Lagarde , es necesario y urgente maternalizar la sociedad y desmaternizarnos nosotras .
2	Pero la comunidad no parece muy dispuesta a permitir que algunas tengamos hijxs sin convertirnos en madres .
2	“ En ese momento no tenía pareja , y durante casi un año no me animé a mantener relaciones .
2	Todo ello me hace pensar que no soy la única en esta situación .
2	« Según los médicos yo tenía un síndrome ( el de un tal Morris ) , también se conoce como insensibilidad a los andrógenos ( SIA ) .
1	Se dice que somos “ madres trabajadoras ” , “ madres solteras ” … Hoy en día , conviven varios modelos de maternidad : La madre tradicional ( hogar y cuidados ) 
1	Las mujeres y los hombres no somos tratados por igual en ningún lugar del mundo . 
2	“ Cuidamos gallinas , plantas , personas … todo ese trabajo está invisibilizado y no remunerado ” , añade . 
2	Así resulta ‘ de repente ’ no tener la interpretación más valorada , así es no hacer uso de un arsenal de extra - posibilidades patriarcales .
2	Los migrantes no encuentran un punto para solicitar asilo en los puertos a sus llegadas , tienen que hacerlo en las comisarías o centros de internamiento .
2	Y , en ambos casos , adelantarnos a los deseos de la otra persona para que , mediante sus signos aparentes de disfrute , nos confirme que lo estamos haciendo bien .
1	Binta es una joven inquieta , se ocupa de su madre y de sus 3 hermanas desde que su padre las abandonó . 
1	“ Si vas con los pechos pintados como protesta no volverás a trabajar de actriz , ni como directora . 
2	Esas fueron las primeras palabras que aquella mujer , de cabello largo y pañuelo violeta , pronunció antes de contar su historia .
2	No es un motivo de guerra que acabe con tu vida , pero las mujeres morimos lentamente agonizando cuando nos obligan a casarnos , con la mutilación genital , la explotación sexual , cuando no nos dejan ni siquiera pensar .
1	Binta tuvo que emigrar de Costa de Marfil por ser mujer , le gustaban las mujeres y quería mejorar el mundo . 
2	Enclavado en el corazón de América del Sur , entre potencias como Argentina y Brasil que han controlado su economía y por ende su producción y su alimentación , a través de la soja y la ganadería , Paraguay es un claro ejemplo de cómo el modelo productivo puede transformar el paradigma económico , ideológico y social de un Estado . 
2	Las mujeres no sólo estamos infra - representadas en los cargos de toma decisiones en la industria del cine , sino también , y sobre todo , en el propio relato .
2	Y pensar demasiado no tiene por qué ser precisamente para el lado adecuado .
1	La mayoría de víctimas y agresores tenían entre 26 y 35 años .
2	Después de que se los trataran en un centro de Enfermedades de Transmisión Sexual , le derivaron a una ginecóloga .
2	Me dejó ese poso .
1	En el año 2013 murieron 1.130 personas en Bangladesh al derrumbarse la fábrica textil Rana Plaza . 
2	El esquema mental que tienen esas personas es este y así te lo hacen saber cuando te juzgan en las consultas ” .
2	Sí , así nos sentimos .
2	Por otro lado , hay un desentendimiento colectivo respecto a tus circunstancias .
1	No se invierte en centros para información y ayuda . 
1	¿ Qué significa follar bien o mal ? , ¿ de qué depende ? . 
2	No se trata de adoctrinar , pero sí de analizar qué se visibiliza y cómo .
2	“ El asunto de la alimentación muchas veces ha pretendido ser un tema de decisiones masculinas , tanto en las familias como en las organizaciones , porque quienes van a negociar con el Gobierno suelen ser los hombres ” , añade por su parte Perla Álvarez . 
2	Si te dejas llevar aprenderás el doble que si llevas el guion escrito a fuego .
2	Me imagino en la alfombra roja como una Femen , entrando con una falda hecha de material reciclado y el torso al aire .
2	O , parafraseando a Barrientos , es urgente y necesario renunciar al hecho mismo de “ ser madres ” , tengamos hijxs o no .
1	Vivirlo como un drama y en silencio Lola y su familia se sentían asustados , perdidos . 
2	¿ Si no quería sexo , para qué subió a casa de Yllanes ?
2	Perla Álvarez trata de mostrar las maneras tradicionales de la alimentación , explicar la importancia del consumo como un elemento emancipador .
1	¡ Qué lío tengo ! , ¡ Qué contradicción ! 
2	Binta salió del campamento a las ocho de la tarde y no subió a la patera hasta las siete de la mañana .
2	Al igual que en Ane , esta situación dejó huella en María .
1	Tiene que casarse con un hombre mucho mayor que ella . 
2	Es necesario despatriarcalizar el amor , eliminar las jerarquías afectivas , desmitificar finales felices , volverlo a inventar , acabar con los estereotipos tradicionales , contarnos otras historias con otros modelos , construir relaciones diversas basadas en el buen trato , el cariño y la libertad .
1	Los medios siempre muestran el amor romántico como el mejor . 
2	Esa es la verdad .
2	Nos conquistamos , nos endulzamos , nos fusionamos , nos separamos , nos destruimos mutuamente … nuestra forma de amar está impregnada de ideología , como cualquier fenómeno social y cultural . 
2	A menudo causan frustración casos de ‘ feministas falsos ’ , y suele haber un desacuerdo importante sobre cómo debería actuar , pensar , hablar y vivir el hombre feminista . 
1	Y que trata ese tema : el compromiso de los hombres en la lucha feminista . 
2	Tenemos que hablar de cómo podemos aprender a querernos mejor , a llevarnos bien , a crear relaciones bonitas , a extender el cariño hacia la gente y no centrarlo todo en una sola persona .
2	Por otro lado , hay un desentendimiento colectivo respecto a tus circunstancias . 
2	No es la historia de una mujer , es la de todas . 
1	Si todos nos quisiésemos más y mejor el sistema cambiaría , pues se basa en tener muchas cosas , dinero y propiedades , no se basa en que administremos entre todos estos recursos . 
2	« Lo primero que le dijeron a mi madre en el hospital donde nací fue : tiene vulva , es una niña .
2	No tenemos ninguna precedencia .
2	Por eso , lo primero que tenemos que hacer los hombres blancos feministas es admitir nuestras extraoportunidades ( privilegios ) .
2	¿ No estamos también contando algo ?
2	Fueron instantes de desasosiego e incertidumbre .
2	Si todos nos quisiésemos mucho el sistema se tambalearía , pues está basado en la acumulación egoísta de bienes y recursos y no su gestión colectiva y solidaria .
1	Durante meses , no pensé en otra cosa . 
2	Como tal no puede hacer concesiones con la hegemonía patriarcal y empezar a anunciarse según las condiciones de hombres con dudas . 
2	“ No es algo de lo que me sienta orgullosa , pero no tenía otra opción si quería conseguir mi sueño en lugar de quedarme en el bosque esperando un milagro ” .
2	( Eso no me cabe en el pecho )
1	Con esta mentira Binta salvó su vida y la de sus compañeros de patera . 
1	Los datos dicen que este virus es muy controlable . 
1	Lola se presentó al grupo y dijo que era intersexual . 
1	No comparto este argumento porque la lucha feminista no tiene que hacerse más abierta o fácil para que entre quien forma parte de la realidad que genera esa desigualdad : el patriarcado . 
2	Tener unas ideas diferentes , las ganas de formarse como persona , de tener una opinión propia y de ser independiente le llevó a Binta a escaparse de su casa .
1	Se detecta con una citología y se recomiendan revisiones cada 6 meses . 
1	A veces no tienen maquinaría para trabajarla bien y muchas veces carecen de estudios y conocimientos . 
1	Una de las lenguas oficiales de Paraguay es el guaraní . 
2	Ane : “ Estás en bragas , desnuda , vulnerable , con las piernas abiertas y una tía que debe informarte , te juzga » Enriqueta Barranco es ginecóloga en el Hospital Universitario San Cecilio de Granada , profesora de la Universidad de Granada y trabaja en el Instituto Universitario de Estudios de la Mujer .
2	Tenemos la posibilidad de conseguir el mejor trabajo sin ser la persona más capaz , ¡ la mera constatación de nuestros nombres -que nos identifican como hombres cisgénero- aumenta nuestras posibilidades de empleo !
2	“ Estuve mal y durante ese tiempo no tuve relaciones con nadie .
2	Hemos conseguido demasiadas posibilidades a través de robárselas a otras personas .
1	Con el paso de los años , Lola fue conociendo a otras personas intersexuales como ella . 
2	La doctora Barranco considera que no hay que contar que tienes el virus si no quieres .
2	Desmaternalizarnos 
2	“ Me recriminó haber buscado información por mi cuenta y me dijo que no podía hacer nada , solo revisiones .
2	Redescubrir el goce de dar y recibir y no tanto el dar para conseguir que la otra persona disfrute , sino el dar sabiendo que recibes también .
2	Todas las personas compramos ropa y cada vez lo hacemos con mayor frecuencia . 
2	Había vuelto de Uruguay siendo una nueva persona , no mejor ni peor , sino distinta .
1	Muchas mujeres creen que la pareja amorosa es la solución a sus inseguridades , sus problemas personales y económicos . 
2	Si vamos un poco más allá y nos preguntamos ‘ ¿ dónde está el foco de atención en estos encuentros ?
1	La sociedad en general , suele aceptar más eso que preguntarse porqué el hombre no acepta la negativa a la primera . 
1	España reconoce el derecho de asilo por persecución de género que se debe demostrar para llegar a ser refugiada . 
2	Hemos luchado por desmontar la construcción según la cual no tener hijxs nos convertía en no - mujeres , en mujeres venidas a menos .
1	Me siento culpable . 
2	Pero reconoce que , a menudo , cuando el agresor es conocido , la línea que separa una relación consentida de una forzada es difusa .
